index,MORGAN_BTSR
14855,00000010001100101000000000000001010100110000100000000011001001001010110000001010110010100010100000001110111001010100001001010011
14856,11010010101000000001000000000000011000110000000000001000011010000010100000100010111001100011001000001000001000000000001011000000
14857,00100000001101000001010100000001010010010001100101100011000000001001010000010010110000110100001100011000010000100100000000100100
14858,00001000001010010000000001000010010010011100100100100011001010011010100100110000010011100100101000001000010100000010001100100000
14859,01000110001000010001000100010000011010110110000101000001001001001000010000011001110000100010000000001101001000100100001000000100
14860,11101001001001010000011000010010011101010000110001000010001000011000000110100010010000101001000000001010000000000000110011111111
14861,11010000001100111000011000010010011100010101110010000001001000001010110000000110110010100000010100001000000100010000010000010100
14862,00000000101110001000001101000010111100110010000110100010011100001100000011001000111000100100010000001010100000000000000010000100
14863,10011100001000100001000000000001011100010110000100000001001001011001000001000001110101100010000000001100001100010000100110100100
14864,10011100001100100001001000000101011100010110000100000000001001011100000101000011110101100110000000001100101100010100100110100100
14865,10011110001111001100000111011010110000110101110100000000000000001000000110000000110010100010101000101010011000000100000100110101
14866,11001100001000000001000000110100111001111100001111001000011000011000000101000100110001101001000000101000000101101000110111100100
14867,10001100001000001101100010011011010000010101010000000011001000010100000011100100111010100101000000001000010100010001011000110101
14868,01100111001000000101000000110000010001010001000100100001001000011110010100000100010010101010000010001000000000001100000110100100
14869,00000100101000101001000000010011000010010100000111001010011010001000010101111000110001100011000000001100101110100100100001000001
14870,01000000011100100000110001000110010010110000110100000010001000001010111011100001011011101000101010101010000000000000011001110000
14871,11001000011000000001000010001010011100010000010111001000000001111000101011001100010010100001001000101000000000000000010000110100
14872,10000000011001100101000000011000110001010100100011110111101010000000010001000000110101101000101000001010000101110000000100000110
14873,11010000101100000000000000000000010000010100100110001000001111001000110000000000110001100001001000001000101000000100000011010000
14874,11011000101010001001000010011010100000010100110100110100011000001001000110100000111001100010000010101010010100000000101100110111
14875,11010100011001000101000010000000100000010000000100010001101000001100000110000000110000100100001000001010010000000000000000000100
14876,11100100001010110000101000011010010110111000000100000000111000001000100100000011010001101000011010001010010110000000010000010100
14877,11100011101010000000000011010011010000010000010000000110001101010000000010010011011000100010100000011000000101000000111100110100
14878,11111100001100000000001100000010110000010000110000000000001001000000000100000000100100001000000000111000000000000000100100110100
14879,10000010101010101000000100000011111100010000100000000101001000001000100011010010110010100100001000001100000100100100101010100101
14880,11001000101000000111000100000010010010110100000000010000000010001000010010110001111001100001000000111010010000001110000100000100
14881,11000100001100011100000000001110010000010110010100100010000100001000010110000000110001100110000000001000010010001000000000000100
14882,11001000011000000000100000011010010010111100110100100000000010011110010100011011111011101100110010001010000100000100100000010101
14883,01001110001000000001000000111000011001010001110100000010101000011000000101000101110010100010000110011100000101000001100110100000
14884,10011000001000110010000010000010010000010000000101000100101000011100000010110000010000110000000000001110010100000010010001000100
14885,10000110001000010100000010001000010000010100000000110001100000011100010001000000110001100000101000001100010100000000000001000101
14886,10011000011000110000000010010010000000010010010000000000101000011100000010100000110000100010000001111110110100001010001100010100
14887,11001000001100001000110010010010110010010001000000000010011111100000100000000000010000100001100000111011000100110111100001100100
14888,00000100101110001000000000010110111010010000010100001010011000001000010101001001110100110010000000101110101100010101000100110100
14889,11000011001010111001010001100011110111010011000011000000101110101000000000000000110001101010000101001001000100100110100100110101
14890,10000010101111111001000000000000010001010100010100011010001010001001010110000000111001100010000000111010000100100100100001101101
14891,11001000101110001000011110010011010001011100000000000010011001000000010111000010110001110010000000111000011100111101100010100101
14892,00001100001100011001001100100011011000110011000101000011011101001000000101010001110001100011001001101101001100110100101001000100
14893,01001101001010110001010001000011010011010000010101001000001010001000000010010010110001101100000100011000000110000110100100100100
14894,00101000001100011001000100000110010100011000011111000000000001101001110010010010110000101100000011011001010000010100000100010101
14895,00000110001100101001000000000000111100011010110110000001011000011000000001010110110010100010010100001101110000100100000010111101
14896,11101000001100101000000011011110110010010101010100000100011001011010010010000111110000100001100000001101101001000010000000101101
14897,10000010001001001101000010000001010010110010000000000100001010011000010000010000111000100010000000001010010001001100001001000110
14898,10001001001100001011110010000100011110010000000000000000111000110000000100010001010000100010100001001011000100110100000000010100
14899,10000010101001011001000010010001010001011000100100100001001000001010110000000100110010101010010000101010101101001000010100000100
14900,11000010111000001000000000000000010001010100010000100010001000000000110000000010110000100010000000001010000010000010001000000111
14901,11000000111000000000000000001000000001010100010100000110010001001010010100000100110000100011000000011000000010000010000000000111
14902,11001000011110000000000011000010010000010000010101000110001001001100010010100011110000110000000000001010010000000100000000010101
14903,10000100001110000100101010000101011100110101110000000100001000010000011000010010110000100010100000001000000100000100010010100110
14904,10010000101000000011000000010010000010010101100110000000010101001000011000111100110001110000000000101010000000000100100000100101
14905,10000100001000101110000000010011100100010110001100010000010000001000110010000000110101110010000000001010100000000100100000100101
14906,01000101000000110000110000000100010001010000010110000010001010011001010000000101111001100000000000011000010111010000100000100000
14907,00101000101100001000000000010010101000010000100000000001010000010010110111010010010000100010011000101000000100110110110000100001
14908,11010100011010010001000010010010010000010000011100010010001100011001000001011000110001100010000010001110010000000000000100100100
14909,10010000001001010000000001000001011101010000000000000011001000010010010001000010010000101010000000101010010101100100000010000100
14910,11000000001000000001001100010000011011011000011111000011010001111001010101100000110100111010000010001010000100100000010100110101
14911,10100110101000000100000011000000010010011000110100100000000100101001010000100010110000110110011000001110000000000000000000100101
14912,10000000001000001000000000000101110010010001100110000010000000001000001010011000110000100010000000101000110000001100000011001100
14913,10000100001000101001000010000010000000010100100011000110110000010001110000110000110000100010100000001000001100100100000001100101
14914,11000100011011000000011000010001111100011100000000010000011001100000010000000000110001101001000100001010000000010100010000000100
14915,11000100111011000000000000010001110001111100000110010000000101001000010100000000110001101001000100101010000000000100010000000100
14916,10000000101010110001001000000000101001010110000001000000000000111000010000010100110001101010000000101010100100001001000000000101
14917,11011100011000001101000010000010101000010000010100010111001010001100000110000000110000100100000000001010011000011000000010010100
14918,11100000101000000000000010110000100000110100000110100001001011001000110000001001110101101001010010001000000000110000000000000100
14919,11000000101000010000010100110010110000110100001110000000000100001000010010100010110000100000000100001001000001010000000000000111
14920,11010000101000010100000111010010110000010010000110000000000101001000110010000000010000100001000000001001000000010100100001000110
14921,10000000101000010001010100000010111000110100000110000001000100001000000010100010110000100000000000101001000100010011000000000111
14922,00000100001101001000000000000110110010010000100110100000011000110110000001010100111000101011000111001000110100100100010110100110
14923,10000000001011100001010010001001110100010100000000111001001000101010010011000011110010100000000000001010000100000100000001010101
14924,10000000111001110000001000010011010001010000100000100101001000011110111000000000110000100000111000101010011100000000011000000110
14925,10000000001001000001000000010000000010010101101111000001000001001010011000111110110001101000000000101010001000000100000000000111
14926,10000100001101000001000010100001010000110110000100000001001000011000100001010000110001100011001000001000010100000100000000100100
14927,10000010001000111000010011101000110010110100000100000000011000001001000010100100110000100001100000001110011000010010001110101100
14928,11000000111010010001000010001101100100010100010100000110000000001001000111000000010000100000000001001000010110100110000101000100
14929,11000010101100001100000000010010010011011000010000000001001001011000010100000010110010100000101100001110000100000000000010111100
14930,10001100001100001000000011001110010000010100010100010110000001001000110111000100110000100000001000001001000000000010000010110101
14931,10001001001000000001000010101010111100110100000001000000011000000101110010000101110000100101000000001000000000100110001000000100
14932,11000000101000010000000010001000010110110100100010100001100000001000000011000000110010101000000001001000010100000000010001000100
14933,10000010101000000001000010001000110100010100110100100001100001001000010011000000110010100000000000001000010100000010010001000100
14934,10000000101000100000010000001110110101010000100110000010000100011000011010010000110000100011000100001000100100000100010001100111
14935,10010000001010100000000010000000010000010001000000100001101000010010101101011000010000100000011000101010010100000100001101000100
14936,10100011101000010100000010000010000001010110010001000110000100011000010000010111110000100010000000001010000100000000000000010111
14937,10010000001000011001000010101010110000010100100101010000011000001110010011001010110000100001100010001000000000110100000000011100
14938,11000000001000100000101010010001011100010010000100100000000001011011001000010010011101100001011000001000110100001010000000100100
14939,10010000111000010101000001110110110000010100100100000001001000001000000110000100110110100110101000001001000000010100000000010100
14940,00011000011100000000100000000011010000010100010001000010001000000000010001010101011001100100001000001010010000000101000000010100
14941,10100110101000000100000010001000010100010100100000110101001110011000000101010001110010100000001000001000010100000000100001000100
14942,10100110101000000000000010001000010100010100100000100101001110011000000100010001110010100010001000001000000100000000100001000100
14943,10100110101000000001000010001000010100010100110011100001101110011000000101010001110010100000001000001000000100100000100001000100
14944,10100010101000000100000010000000110000011000000110010001001100001001000111000001010000100000000000101010010100000010000000001100
14945,11010000001000000100001010000000111000011000000101010001001000001000000111000000010000100000000000001010110000001000000000000100
14946,01011000001000011100100000110010111010110010010000011011111000111100000100010101101100100000000000001001101000000001100011110000
14947,10010001001000010111000010001010010110010000000001110001101000011100100001100000010011100000110000001100010100000001000000110100
14948,10000001001010000001000011001111110000110000000111001111001000010001000000010000110000100000000000001000000000100100000000010100
14949,10111000001000001000010010011010100000010100110100000100000000001000001110000010110000100110000000101010010001000100001100110101
14950,10010000101000010100000000010000010000000001000010000000001100001000101000010000010010100000101000001000000110010100001100101100
14951,11000100001001000000000000010010000010010010010100000001011001111000101110110100110010100010101000001000111100100010001110100000
14952,10000000001000011001001001011011010000010000101111000010000000001001100101100000011000101100101000011000000000110100000000010100
14953,01101110001100000000000101010010010000111000010100000011001000000000000010001011111010100010000000001001011000000101001000010100
14954,11100010101000100000000000100101111100111110000000010000000101001000010000010000110001100010000000001000000000100110010000000101
14955,10011000101000011000010110011010110010010100110110000000100100001000000110100000110000100010000000101011010100000000000101110101
14956,11011011001010001000000010011110110000010100110100000000001000001000000110000000110001100010000000101011010101000000100100110101
14957,10100110101001000000000000000000010010010000100110100001001100000000010001000101111000101000101100001100100100000000000011100110
14958,10000000001000110001000000011000010000010000000001010011000000001001100001000010110000100010101000001000001000100000001000000101
14959,11100100001111001000000010000010010000010000010101000111001011011010010011000010110001100110011000001100010000000100000100010100
14960,00110010011100100011101000001011011101010010000001001001001101001000110010100000110001100111000000001010101000111110000100011101
14961,10100010101000000000000000011010010010010000010100000110010000001100101010000010110000101110101111001000000000000100001010010101
14962,00100000101100001000001000000011010011010000010000000110011000010101011111001010010000101100010010101010010100110101001010010101
14963,11101011001000001001000100010110010001010000000000000010101010001000010110000110110000100010101010001010000100000101000000000100
14964,00100000011000001000010000001010010100010000010100000100100000011000101011000010110010100111000000001100100000000100001010110101
14965,10001100001100011000000001000010110000010000010000000010010010111100100010001100010010100001000110101001011100010110000001010101
14966,10000000001000100001000110100011010000010000000100010100001000011000000011010001010010110000000000001010110010000000000001100100
14967,11010000001001001101000010000000011100110000100000000001001001011000010101100001110000100000110010001010000001001000000100100101
14968,11000100001000000000001010011001011000010100010000000110001001010000100000010000110000100110101000001010010100000001001000000100
14969,01000001001010000000000000010010010110110000010000000010101100000000000010000010001000000000000000011000001110001010111100110100
14970,10100000011000001101000001000000010000011000000100100011001000001001100000101100110010101000001010001000000000010000000010001100
14971,00100100001100000001010100001010110011010000010101100000001100011010000110100100111010100000110000011000000000000111010000100101
14972,00000000101100010001000000000000111011010000100111000000001100001000000001010110111000100000010110001000100100100110011010111100
14973,10010000011000000000110010010010000000010100110000010001001000001010010000000011111011100000000100101010000000000000001100010100
14974,10000100101011100000000001001010010000010100001100000001001000011011000001000010110001100000000010001100001100000000100000100100
14975,01101000001110000001010000010010110000010100001001000000010000001000000010000010110001001100000000011000000110111100100000100100
14976,11000001101010101010110010010011010100010000000000000000001101001000110001000000110000100011000100111000100100001110100101110101
14977,10001000101001000001010010000011110000010100010001000000001000000001000010101000110001010000000000001000000100110010010100000101
14978,10101000001000010000010010001011110000010100010100000100101000011000001110100011110000101110000000001010010100000000011000010101
14979,11001000101000010011010010010010111000010100010000000000001000001001010010100101110001110000000000001000000001010010000001000101
14980,11000000101010011000000000010010010111110100000010000000100101001000010010100000110000100000001000001110101001000000010100010100
14981,10000001101010000000100110000110111000010000001101001100000000011001000001010000010000110010000000001000000000100000000100110100
14982,10111001001000001100000000000110010000110100110000001010000000001001010000000100110000101010000000011000000100000000111001110101
14983,10111100001100000001000000000110010010011010010100011000001000101001000000000000110000110010000010001110000000100100110000110100
14984,10000110001000111011000010001000011100010110010100000000111001011100101001000100110010100011101000001010000100100000011000100101
14985,01100110101100000001000001000000010010010000000100100110100111001101010100100010110000101010011010001000000000000100000000110101
14986,10100010101110101010000010000011011100011000000100110011000001010000010001000110110010111000011100001000010100000100000011111100
14987,11000001101110001100011010000010010000010000011001000000110000011000010110010110010000100100000110101000100100010100000001010101
14988,10010100101010100101000010000010110000010100010011010000101100010000010010010010110000101101010000001000000100000010000000010100
14989,11000100101100000001000001000001010010010000000100100110101011001101010100100010110000101010011010001000000100000100000000110101
14990,10001100001000010011000010100010010000010100000101000010110000011000111000100000110000100011101000001000000101100100001000100100
14991,11101100001000000000000010011110111000010101010000100001001000010100100011010010110000100001001100001000000110100000010010110100
14992,10101010001001010001011010000000011100010000000001000001101000011010101001010010011000100000001000001011001100010000001000000100
14993,11000100111110000101000000010001010001110010010100100101010101001000010110000101110000110010001010001000010010100100010100100100
14994,00010000011000101000000000000111111100010000000000000110011011001000000010010010110100100001000010011001000000000100000110110101
14995,11000100101011011000010101000000111000010000010100001001011000011010100011000011110000100000000000001101100000000000000000100000
14996,10000000001000000101100000000010010011011000000001010011000000000000010001000010110000100010001000001000010000000100100010010111
14997,11000000101100110000000000000000010010110010000100000000000000000100100001000010110000101000001101101010010100001100010000010100
14998,10010000011000101000000010010010110000010001010100010001001000001000001110011000010000100010000000101010010100010100000100010100
14999,10010000011010000001000000100110010000010000011011000000000000000000000010000110010000101100000010101001010000100100000100011100
15000,01011100001000010000000000000011110100011000000100001000111000111101110010000000010000100000001000001000110100000100010000101100
15001,11001100001000000010000000010001110100011000100100100001101000011001110011000000110010100000011000001000100100000100010001100100
15002,11000000001110100101000010010001010110010010000000100101000001001101010110000000010000100000011001011000010000100100010010110100
15003,11000001001010100101000010011001010100010010000101100101000001001101010100000010010000100000011000001000000000100000010010110100
15004,10100010101100001000000101010011010101011000101000000110001100010100000110000001010010110001010000001110010100010000001000100100
15005,11000000101000100000000010001101111100110110000000010010101011011000010000001010110000000000000100001000000100010010010010100100
15006,10111000001000001000000000000010100001010100110100000101001001000100000000000000110000101010000100101000000100100000001100111100
15007,00000000011100000001100001010011011111110100010101000010001000001001010011000111111001100000101100001010100000000111011010110100
15008,10000101001000000000000110000010011011110010010110000000001001001000010100000101110000110000000000001010001000010000000010100101
15009,11010100001010110000000011001100011111010100000100000000001011011100000000110100110001100000000000011010010100011000011110100100
15010,11000101001010000000001010010010111110110011000100000010100001001000010000000000110000100010001101001000010011000010010100110101
15011,10101001001000000100000010000110000001010100010001000110000000010000010000010110110000100010000100001000000010000000000000110111
15012,10101000001000101000000100001111000110010110011000001101101011101000110000000000110000100000000000001000100000000100000001110101
15013,10100010101100000001010010011000010001010100000000000000000100000100000000000101110000100011000000001000001100000110010100000100
15014,00001000011000001000000000100010111000110000010000001111011100000100000100000100110000000010000001101100000100100100000111000000
15015,10000000001010100000000011000010000111110000100110000000101000001000100000100101010010101010000000001010001001100001000000110100
15016,11000010001000101001000011011001010100110100100000000001011001001010010010000010110000100011011000001010010001100000011000000100
15017,11000000101110001001001010111100011001110100000100100001000000001000100011000100110000100001010000001000101101001100000001010100
15018,10000000101010000001000000100101011000110100101011100001001001010000000001000100111001101000010000001000011100010000100001100111
15019,00000000001100000001001001001001011000010100000101000010000001001001010000010010110000100000000100001010100000101110001000010100
15020,00000011001110101001000100000110010001000001000100000010001000011001100100001100110110100010000010101010000010000100000100110100
15021,11001001101000010010001000010011010110111010000000010000000000110000100011100000110010100010001010001010100100001010011000110000
15022,00000000011100000000110001001110010010110001110110000010001000001110111011000001011011101000101010001010000000000000011001110000
15023,00001011101010100001000000001011000001110001010100000010001100111000000110000100110100100111000010111000000000000110000100110100
15024,11010000001000100000011000010000010010110000100000001000000001111000010001110100110000001010000100011001000010000000110001100100
15025,01000001000010000001010000000010110010010010001011000000101010000001000000100000110001101011000101001000010101000010100100100101
15026,11000000001101010100100000110000011000010111010000000001000000001000011001110011110001100000000000001010000101010100100000100110
15027,10000000101110101001100100100110010101000100001111000000000000000001100100001000110001101000001000001000000110100100000000110100
15028,11010100101000000000000010100000100000110000000100010000000000001100000010000000010000101000000000011010010001000001100001000100
15029,10000010101010000001000010001001110110110101010101000000000001001000010010000011111000110000000000001000000000101110000000000100
15030,10111100011000000001000000000010010001110110110100000000001000011010100001100101111001100000000000101000000100010000100111110100
15031,10000000001100000100000001100110110001011000110000100011001010000001010101100000110000100010001000001010000100000001000001100101
15032,10111000001000100000000000010010010000010001110000100000000000000010101100011000010000100000000001101010010100000100000100110100
15033,01010001100010010001001000000000011000010000000011000001001100000000010000000100110001110000000000001010100100001000101101100000
15034,11011000101000000100000000000000010011111101000110000000001000100000111000010000110000001000001000001000000110010100001000101100
15035,10100010001000111001000001000010001110000000000001000010010000001000100010000000010000100000001110101000000100100100001111000010
15036,00000001111100000000001000000010110001110101000100000101001000011001000010101100110101100100000000001001000000000010000010110101
15037,11100110111000010001001001000000010000010100001110000001000100001000001000000000110010100011000001001010010000000110100000000100
15038,11000000101010101000000000000001100110010110000000000000000100111000110000000010110000110100011100001000110000000100000100110101
15039,00000000001000010000000000001110010010110100101101000100001100111000010010100000110010100000100010011010000100010110110001100100
15040,10000000001010001001000010001000110000110101100100000101000000001010010110010010110001100000000000101011010001100000100000000100
15041,00011000001001100000000010001011011110011110100000000011001000010000000001000101110101100000000100001000001101010101100111100100
15042,11101110101000001000001010001011111110010100010000000000001111010100000011001001110000100010010100001000000101000000110000111111
15043,10010011001100001000100010001000010011110000000100000000001000001000110000000110110000110000000100001000110000101110100011111100
15044,01010011001100101000000000001011111111110010100100000000001000001001110000010110111000100000100110001000100100001110100010111101
15045,10001000011000100001000010001011011100010000010011101001001000100000101011000000010001100001001000101000000100100000010001010100
15046,00011010101000101000010011001001001111011110100000000010001000010000010001000001110101100011010100001000011101010000101110100000
15047,11001001011010000001000010011010010100010000010011001100000001110000101010010000010001100001001000101000000000000000000000010100
15048,10011100001000110000000000001001111110110110100100000010001000011000000111001011110101100000000100001100001101010100100110100100
15049,11000100101000000000010010010011010100011100010000110010000110110000010010000000110010101011100100011000100010001010110001110100
15050,10010000001000000000000010000001110100010100100100100001001100001100000000110000110010101000001101001000000100100000010000100100
15051,11000100001010000000000000000011110001010000010100010000001000001000010110000001110000100111001000001010000000010100101110010110
15052,00000100001010000000000000000010010000110000111100010000001000001110000011010001010000100111001110001000011100000100101100110110
15053,00000100001011100000000000000011010100010110011100110000001000001000000010000001010000100111011010001000000000011100101100010110
15054,11000010001010001001000010010000110001010100011111000001000001001100010011000010010010101000000000001000000110100000010110100100
15055,11000000011100100001100001010100010010011100000101000100010011011010000000010100110001101001000000001000001100001111110000101100
15056,00101000001000000001010000001010110000010000001000001100101000000000000010110010111000000110000010001000000011000100000011001101
15057,11111011001100001001100000000010001001010000000011000000111010011010010010000110110010101010111000001001010100110100000000010100
15058,10010000011000000011010010100010100000010100010001000100100010010000000010110000110000100110000000101100000100100000000100111101
15059,10001000001011010000000001000001010010011100100100000011001000011010000001101010110001100010000000001010010100000000101101100001
15060,01100010101001011000110000100011010000010100000001010000001101010000000010100100110011100011000000001100000101000100010000110001
15061,10100000101001010000111100101010110110010100010010000011100100010010000011100010110000100010000000011001010100000100000001010101
15062,10000100001010000000001011001000110010011110100100000001001001001010010010100011110010100010001100011010010000000000001100100100
15063,11001100001000001100000001010011011010010000010100010110001011001000110010000011110000100011001000101000010000010100101110010110
15064,10001000001100011000000000000111110011010000100100000010011100011000100101001100110000100010000000101000000100110100100101110111
15065,00101101011000101001010000000011100110010010100101000000001000001000100010001000111000100011000000001010100100000100100000110111
15066,00000100011100000000100001010110110010110010010100000000101010001000010011000011111011100000101000001010100100010110011010111100
15067,10011010111100100011000000010011110101010010001001100001001011001000110011100010010000100000001010001010111100110110000001010101
15068,10000000001111001000010000100010110000011100100000000111011000010010001011100010110011100110000000001101110100000100100011100101
15069,10001100101100111101110001000010010000010000001111000000101000001100110010101010110010111000000001101000010100000110000001110100
15070,00001000001100110001000010001011110010110000110000000001001000100110010010001010110000100010000001001011000101000110100101010101
15071,00000100001110001001000000000110000010011010101100010110011000001000000010100000110010110110001010001101100100100100010001100101
15072,10010000001000110000000010000001010000010001000000100000101000011010101100011000010000101000000000101010010100000100010100000100
15073,10010000001000100000000010000001010000010001000000100100001000010010101100011000010000100000000000101010010100000100000100000100
15074,10010000001001100000000010000000010000010001000000111001000000001010101111011010010010100000000000101010010100000100000101010100
15075,11110000101000100000000010100000010000010001000010100101001000010010101110011010010100100000000000101010010100000100000100000100
15076,10000010101000000101100010011000011001010100100011000001101100001000010010000100110010101000001100001000000100010000000001000101
15077,10010000001010010001010010010000010000010000100010110111001001010101000001011100110000100000000000001010010100000000000001000100
15078,00010000001000000001001000001010010000011001010100000010011100001000000000111101111011100010001000001000010100010000101000110010
15079,10000100011000110000000001100110010010010000111101000010000000011001000001101000110011100010001011001100100100010100100001110100
15080,00101100001000000000000110001110110100010000110000001000001000100000000010111000111000001010100000001001000011000000000001111110
15081,11000001001010100101100010010001011100010010000000100101011001000101010100000000010000100000111000001001000100100100010010110100
15082,10000100101110001010000100010001011100010000101100000010001000001000110000000000110000110011100010001000110011000000010001101101
15083,10000000001001000000001010000010110000011000101000000001101000010010000001001010111000100000100000001000010000010000000001000010
15084,10000000001000000100001000000100010001010001000110100001001000000100011001011000110000101000100110001100000110000110110011100001
15085,11001001101010001001110010010010011000010000010011000110101111010000100000010000110000101000010000011000010100111000100110110100
15086,10000100101110100000000101001010011110010000101101000001001000001001001001000000110000100000010110001000001010000000000011111101
15087,10100010101010011100000000010100111110011000000000000000001110001000010000000011110010110101110010001010010100010000010111100110
15088,11000011101010101000000000010100011100011010000000000000101000001000010000000000110001110000000000001001000101010010100110100111
15089,10000000001000000110110010000110010100010100000000000110110000010000010000010000110000100010100010001000100000000100010001100100
15090,10000111001010010001000000000010110111110101000100100010101000011000010010000100111100100010000010101000100000001100000100110100
15091,00100000001000000100000000001010000001110000010100000100010000001000011110000110110000110111100000001000000010000100001110010101
15092,11100100011101001000001000000010010001010000010100000011001111011110010111000010110001100000011000001010010000010100000000000100
15093,10100000001011110011010001001000010110011000001100010000011000111001100000000000010000110011100010001000010001010000000100110001
15094,00000100011100001000000001000010010001010000000100000010011000011011100011000100010000100000000000101000000110010110000011100000
15095,00000000101000100000000000110000111110111010000000000000001001010000000000000001111011100011000000001000010100100000001101100010
15096,00000000101110011100000000000111010100010000101101010000111001011000100000000101010010110011101110001000100100001100001011110010
15097,00001100101010001001000000000010101010011110010100000110101011011001000000100001111001100010010000001101011000110000001010110011
15098,11000001101100101101000011010010010001010000000011000001110001010101010100010000010000101000010000101000000100110100010010001101
15099,11000000101000010000000000010001110010010100000110000001100000111000110000000100110001100010010001111000000000110000100000100110
15100,10001100001000010101000000000100010000010000000111100001000000011100100001000100110011100001011000001101110100100011001001000100
15101,11001000100110001011000000000010111110010000001011000100010010010010010101010000010000101000000001101000011100011100000000100001
15102,10100001101110001100000010000010010000110000010001000000110000010000010110011010110000100100000000101000000100010100000010010101
15103,10000100001100001001010010001110011100011100000000010110011000010000010010010000110000100010100000001110000100010000000000000101
15104,11011000001001000000010000010110010101010001010110000101000000011001100001010000110000100000001001101010010001000001001000010110
15105,10000100001000001011100010011010110000010100100100000000011010001000000110001001110000100000000000001001110000010000000001010100
15106,11000000001000010001000000011000010001110100101011000010000001110000110000010000110000101010111000001000000000000001011000000101
15107,11000000111000000000100010100010010001000000010110100001001000011000010000010101111101100000011000101010000000000010011000010001
15108,10000100100010000100000001010000010011111000000100000000100000001001011110100110110000111011111000001000000010000000000100100001
15109,11000010001010100011000010010000010000010000000001000110000001010000000010010000110001100010000010001000000001000000010001001111
15110,11000000001000000101010000010000010000011000000000010011000000010000100001110000110000100000001010001000010000000001001100000100
15111,11101000001110011001000011100010110010010000010100101011010000111100100011001100110011100000000100111001010100010110100101110101
15112,10110010100110001000000000000010011000010100000100010010011101011000010010100100110011100010100000001001001101000000100001110101
15113,00010000000010000000000001000011011000110100010000010010001101110000010000100000111011100000100000001001000100000000100010111001
15114,10011010111111111001000000000011011001010100110100101001001001001010100101100001110011100110010010001100000100100101100100110101
15115,10010010001100111011010100000010110001010000110100000010001000001001010110100000111000100010010000111010000000110100000000100101
15116,10110100001000001000000000000010001101010110110100100001110000001010110101001000110110100011000000001010000000110100100110010111
15117,11111100001000000100010010010010010101010010110100100101000001001000010100100000110010101110000000001010000000000001010010011111
15118,10000100101000010000010010000011100010010110000110000000001111001000011010001011110000100010001100001000000000000000100010000111
15119,10000101101100001101110010000110111010010010010101000000111000011000010110010011110100110010000000101110000101010101000000010101
15120,11101110100111011000010101000010110001011000010100100001001000011011100011000110110100110000100011001111110000000100010010110001
15121,00001001101100010000000000000010110010010001110000000010001100000000000000011010110000101010000001001011010100000100100000011101
15122,10101100001000000000010010000010100000010100010100100101000000011110001010010010110000100100000000001000000001000100001000010101
15123,11101011101000011011000001000010010011010000000101000000101110001000010010000110110000101110101000001010001100001100000000100100
15124,10011000101001010010010110011010110001010100100100000011000010011010010111100010110000100011000000011010010000010000000000100101
15125,00111010001100101001000000010010111010110010010000000100011000111100100011010110111010100010001000001110000100100110010010110010
15126,11000100001001010000011000100010110000011100010100000011000001011111000011101010110001100000000100001000100010100100010000000101
15127,00010100101000000000011000100010100110010000000111000010100100001101000011101010110000100000100100001010111010100111000000011101
15128,00000100011010101010000000100011000100110010000100010100000001011000101011000000110000100110001000001000100000000100000010010101
15129,10000010011000111001010001001001011110110110000000000010101001011001100000010000111000100010101000001000100000101101001000010101
15130,11101000001000001001001010000000011100110100100101000001000001001010010000101010110000100000000100001000000010100000011000100101
15131,11100000101000100000000110010011010101011000000000010100001001010100010010010001010010100000010000001000000000001010000001100110
15132,00000100101010001001010000100010000001001000010100001001001010101000100101000101110100100010100010001000000000101000100100111000
15133,10000000100011000100000000010101010100001000000000100011011000011001100001000100110000101000011010001010000101010000010101100011
15134,10100000101010010001000000000000000111010000000101000000001000001000000000001010110010111100010010001100010110011000000101100000
15135,00000110101000001100000000000010011100110000010100001001000000011000101001000001110010100000101011001100000100000000100011101000
15136,01010100100010000010000001100010110010011001100100011000000010101000000000101100110001100000000000011000010000000000100000100001
15137,00010110101000101000000000000011001110110110100100000000001000001000000001000001110010100000000111001100100100010000000011100010
15138,11011000001001000000000000000001010100011000000101010000001000011001010000001100110011101000000000001101000100010100110000110000
15139,11000010101000010001000010001001010101111100000000000001001100111000000010000001110010100000000110001010001100001110010000100100
15140,10000100001100000001000100010111110010010100010100000000001000001000010110001101110001100010000000001000000100100100100000011111
15141,11111100001010100010010000010110011110010100010101001010000001101001000000000100010000110000000000011000000100001000110000110100
15142,11000000001000010001010100010000010001110001001011000010000001011000110000110100110000101010001000001100000101100011011000110111
15143,00001000001001101000010010000011010101010000101101000100001010010000000010100100110010110100000011001100011101000110010100101101
15144,10000100001100001000000000000001110001010100000100000101001001001100100010000000110000101010000101101000000100100100001000000100
15145,11010000101000001000010000100100000000010101110101000001010000001000010000100010110001100001000100101000000000000110100000100100
15146,11010000001000001000001001010101011100111000000100010001101101111000010010100000110010111000000010101000000000111001000110100101
15147,10001100001010000000000000100110111001010010010110000000001001011000101011100100110011101110001000001000101100000100100111110100
15148,10001100101000000001000000000100111111010000010100000000001000011000100101000100110111111101001000001010001100000011100111100110
15149,10101110101100001111100101000010010001010100000100100011000100011011011001100110110010100011000100101001110100010010100000101100
15150,10100000001000101010000010101000010101010100000100000000001001111001100000000100111001100000101000101000100000001000100001101100
15151,10010000001000101010010010101100010001010101100100000000000001001001100000100100110001100001000000101000100000001000100001100100
